avg Time (s),avg CPU (%),avg Mem (%),avg Mem Total (MB),avg Mem Used (MB),avg Protocol (FPS),avg Protocol RTT (ms),avg GPU0 (%),avg GPU0 Mem (%),avg GPU0 Encode (%),avg GPU0 Decode (%),avg GPU0 Mem Total (MB),avg GPU0 Mem Used (MB)
32.0,29.892307692307696,58.46153846153846,16313.0,9662.784615384615,0.0,0.0,28.43076923076923,19.04,0.0,0.0,6144.0,1169.7384615384615
