avg Time (ms),avg CPU (%),avg Mem (%),avg Mem Total (MB),avg Mem Used (MB),avg Protocol (FPS),avg Protocol RTT (ms),avg GPU0 (%),avg GPU0 Mem (%),avg GPU0 Encode (%),avg GPU0 Decode (%),avg GPU0 Mem Total (MB),avg GPU0 Mem Used (MB)
31500.0,20.00625,51.390625,16313.0,8490.171875,0.0,0.0,28.96875,15.579531249999997,0.0,0.0,6144.0,956.984375
