avg Uptime (ms),avg Used G1 Old Gen (MB),avg Used G1 Eden Space (MB),avg Used G1 Survivor Space (MB),avg Allocated All Pools (MB)
35495.91836734694,341.91438775510204,202.50353061224487,8.722714285714284,1002.1822040816324
