avg Uptime (ms),avg Used G1 Old Gen (MB),avg Used G1 Eden Space (MB),avg Used G1 Survivor Space (MB),avg Allocated All Pools (MB)
35438.77551020408,737.7359591836735,322.1267755102041,23.88542857142857,1798.5860612244899
