avg Uptime (ms),avg Used G1 Old Gen (bytes),avg Used G1 Eden Space (bytes),avg Used G1 Survivor Space (bytes),avg Allocated All Pools (bytes)
34200.0,430935168.0,329252864.0,31461738.666666668,1467045205.3333333
