avg Uptime (ms),avg Used G1 Old Gen (MB),avg Used G1 Eden Space (MB),avg Used G1 Survivor Space (MB),avg Allocated All Pools (MB)
35102.0,320.38698,214.09828000000002,7.4395799999999985,990.58964
