avg Uptime (ms),avg Used G1 Old Gen (MB),avg Used G1 Eden Space (MB),avg Used G1 Survivor Space (MB),avg Allocated All Pools (MB)
36246.8085106383,237.59453191489376,298.06327659574464,51.17653191489364,1166.5075106382978
