avg Uptime (ms),avg Used G1 Old Gen (MB),avg Used G1 Eden Space (MB),avg Used G1 Survivor Space (MB),avg Allocated All Pools (MB)
34614.28571428572,201.80491836734691,114.63710204081633,4.6805510204081635,580.7401020408163
