avg Uptime (ms),avg Used G1 Old Gen (MB),avg Used G1 Eden Space (MB),avg Used G1 Survivor Space (MB),avg Allocated All Pools (MB)
34642.857142857145,475.646693877551,220.7787551020408,38.11234693877551,1126.0639591836737
