avg Time (ms),avg CPU (%),avg Mem (%),avg Mem Total (MB),avg Mem Used (MB),avg Protocol (FPS),avg Protocol RTT (ms),avg GPU0 (%),avg GPU0 Mem (%),avg GPU0 Encode (%),avg GPU0 Decode (%),avg GPU0 Mem Total (MB),avg GPU0 Mem Used (MB)
31000.0,26.06142857142857,53.07936507936508,16313.0,8770.444444444445,0.0,0.0,29.285714285714285,15.801269841269843,0.0,0.0,6144.0,970.7142857142857
