avg Time (ms),avg CPU (%),avg Mem (%),avg Mem Total (MB),avg Mem Used (MB),avg Protocol (FPS),avg Protocol RTT (ms),avg GPU0 (%),avg GPU0 Mem (%),avg GPU0 Encode (%),avg GPU0 Decode (%),avg GPU0 Mem Total (MB),avg GPU0 Mem Used (MB)
31500.0,24.515781250000003,54.875,16313.0,8996.78125,0.0,0.0,70.0625,15.695312500000002,0.0,0.0,6144.0,964.3125
