0,2
1,14
2,179
3,410
4,424
5,423
6,401
7,410
8,417
9,420
10,424
11,420
12,426
13,421
14,418
15,423
16,415
17,407
18,424
19,415
20,423
21,418
22,419
23,425
24,420
25,417
26,418
27,411
28,421
29,413
30,415
31,415
32,410
33,415
34,415
35,408
36,403
37,410
38,407
39,421
40,417
41,412
42,417
43,411
44,418
45,411
46,420
47,406
48,415
49,418
50,419
51,406
52,416
53,405
54,412
55,412
56,410
57,413
58,404
59,413
60,417
61,410
62,412
63,412
64,411
65,414
66,411
67,405
68,418
69,414
70,404
71,406
72,411
73,408
74,406
75,405
76,409
77,412
78,412
79,415
80,416
81,410
82,417
83,414
84,413
85,412
86,406
87,405
88,408
89,407
90,407
91,413
92,407
93,403
94,412
95,406
96,409
97,406
98,409
99,408
100,413
101,404
102,406
103,406
104,406
105,408
106,412
107,399
108,411
109,399
110,414
111,411
112,412
113,408
114,406
115,410
116,407
117,411
