Time (s),CPU (%),Mem (%),Mem Total (MB),Mem Used (MB),Protocol (FPS),Protocol RTT (ms),GPU0 (%),GPU0 Mem (%),GPU0 Encode (%),GPU0 Decode (%),GPU0 Mem Total (MB),GPU0 Mem Used (MB)
0,30.41,47.00,16313,7714,0,0,5.00,6.23,0.00,0.00,6144,383
1,85.58,48.00,16313,7901,0,0,1.00,6.23,0.00,0.00,6144,383
2,43.95,48.00,16313,7857,0,0,2.00,6.23,0.00,0.00,6144,383
3,31.64,48.00,16313,7900,0,0,2.00,6.97,0.00,0.00,6144,428
4,19.73,49.00,16313,8019,0,0,1.00,6.97,0.00,0.00,6144,428
5,18.65,49.00,16313,8057,0,0,2.00,6.97,0.00,0.00,6144,428
6,30.86,50.00,16313,8171,0,0,3.00,6.98,0.00,0.00,6144,429
7,28.08,52.00,16313,8598,0,0,2.00,9.21,0.00,0.00,6144,566
8,55.47,55.00,16313,9069,0,0,1.00,9.21,0.00,0.00,6144,566
9,39.45,55.00,16313,9081,0,0,2.00,9.21,0.00,0.00,6144,566
10,22.46,55.00,16313,9134,0,0,5.00,9.21,0.00,0.00,6144,566
11,64.26,56.00,16313,9226,0,0,6.00,9.26,0.00,0.00,6144,569
12,97.66,56.00,16313,9250,0,0,22.00,11.96,0.00,0.00,6144,735
13,100.00,56.00,16313,9257,0,0,26.00,13.26,0.00,0.00,6144,815
14,97.85,56.00,16313,9282,0,0,19.00,14.76,0.00,0.00,6144,907
15,100.00,58.00,16313,9539,0,0,19.00,16.18,0.00,0.00,6144,994
16,67.19,58.00,16313,9577,0,0,34.00,17.50,0.00,0.00,6144,1075
17,100.00,59.00,16313,9715,0,0,6.00,17.79,0.00,0.00,6144,1093
18,90.23,60.00,16313,9806,0,0,40.00,18.54,0.00,0.00,6144,1139
19,45.70,60.00,16313,9814,0,0,36.00,18.67,0.00,0.00,6144,1147
20,44.53,60.00,16313,9865,0,0,31.00,19.03,0.00,0.00,6144,1169
21,28.13,60.00,16313,9818,0,0,41.00,19.03,0.00,0.00,6144,1169
22,58.20,60.00,16313,9859,0,0,30.00,19.35,0.00,0.00,6144,1189
23,25.39,60.00,16313,9853,0,0,38.00,19.35,0.00,0.00,6144,1189
24,29.69,60.00,16313,9814,0,0,37.00,19.35,0.00,0.00,6144,1189
25,60.16,60.00,16313,9850,0,0,29.00,19.68,0.00,0.00,6144,1209
26,29.88,60.00,16313,9854,0,0,38.00,19.68,0.00,0.00,6144,1209
27,47.27,60.00,16313,9857,0,0,35.00,19.68,0.00,0.00,6144,1209
28,50.98,60.00,16313,9892,0,0,31.00,20.04,0.00,0.00,6144,1231
29,24.61,60.00,16313,9895,0,0,39.00,20.04,0.00,0.00,6144,1231
30,59.77,60.00,16313,9942,0,0,29.00,20.39,0.00,0.00,6144,1253
31,25.59,61.00,16313,9953,0,0,39.00,20.43,0.00,0.00,6144,1255
32,27.34,61.00,16313,9956,0,0,39.00,20.43,0.00,0.00,6144,1255
33,60.35,61.00,16313,9993,0,0,29.00,20.85,0.00,0.00,6144,1281
34,27.88,61.00,16313,10004,0,0,40.00,20.91,0.00,0.00,6144,1285
35,50.00,61.00,16313,10016,0,0,35.00,21.01,0.00,0.00,6144,1291
36,46.54,61.00,16313,10063,0,0,33.00,21.44,0.00,0.00,6144,1317
37,24.80,61.00,16313,10067,0,0,39.00,21.50,0.00,0.00,6144,1321
38,63.85,61.00,16313,10089,0,0,29.00,21.89,0.00,0.00,6144,1345
39,26.73,61.00,16313,10094,0,0,40.00,21.89,0.00,0.00,6144,1345
40,22.46,61.00,16313,10095,0,0,39.00,21.92,0.00,0.00,6144,1347
41,57.03,62.00,16313,10134,0,0,28.00,22.25,0.00,0.00,6144,1367
42,25.39,62.00,16313,10136,0,0,39.00,22.28,0.00,0.00,6144,1369
43,49.22,62.00,16313,10139,0,0,34.00,22.31,0.00,0.00,6144,1371
44,36.33,62.00,16313,10176,0,0,33.00,22.77,0.00,0.00,6144,1399
45,27.93,62.00,16313,10189,0,0,40.00,22.80,0.00,0.00,6144,1401
46,68.55,62.00,16313,10227,0,0,28.00,23.19,0.00,0.00,6144,1425
47,28.13,62.00,16313,10238,0,0,37.00,23.32,0.00,0.00,6144,1433
48,24.42,62.00,16313,10239,0,0,39.00,23.36,0.00,0.00,6144,1435
49,63.08,63.00,16313,10297,0,0,27.00,23.78,0.00,0.00,6144,1461
50,23.83,63.00,16313,10296,0,0,40.00,23.88,0.00,0.00,6144,1467
51,49.02,63.00,16313,10296,0,0,35.00,23.91,0.00,0.00,6144,1469
52,38.28,63.00,16313,10332,0,0,32.00,24.27,0.00,0.00,6144,1491
53,25.78,63.00,16313,10337,0,0,39.00,24.30,0.00,0.00,6144,1493
54,65.23,63.00,16313,10364,0,0,28.00,24.69,0.00,0.00,6144,1517
55,25.20,63.00,16313,10375,0,0,40.00,24.76,0.00,0.00,6144,1521
56,35.35,63.00,16313,10396,0,0,37.00,24.85,0.00,0.00,6144,1527
57,75.00,64.00,16313,10455,0,0,21.00,25.34,0.00,0.00,6144,1557
58,26.56,64.00,16313,10459,0,0,40.00,25.47,0.00,0.00,6144,1565
59,51.56,64.00,16313,10444,0,0,35.00,25.57,0.00,0.00,6144,1571
60,63.09,64.00,16313,10445,0,0,23.00,26.19,0.00,0.00,6144,1609
61,21.88,64.00,16313,10450,0,0,17.00,26.27,0.00,0.00,6144,1614
62,23.83,47.00,16313,7731,0,0,1.00,6.23,0.00,0.00,6144,383
63,1.95,47.00,16313,7720,0,0,0.00,6.23,0.00,0.00,6144,383
