Time (s),CPU (%),Mem (%),Mem Total (MB),Mem Used (MB),Protocol (FPS),Protocol RTT (ms),GPU0 (%),GPU0 Mem (%),GPU0 Encode (%),GPU0 Decode (%),GPU0 Mem Total (MB),GPU0 Mem Used (MB)
0,13.83,47.00,16313,7792,0,0,9.00,6.38,0.00,0.00,6144,392
1,61.91,47.00,16313,7810,0,0,5.00,6.38,0.00,0.00,6144,392
2,94.34,48.00,16313,7908,0,0,2.00,6.38,0.00,0.00,6144,392
3,49.41,48.00,16313,7988,0,0,2.00,6.38,0.00,0.00,6144,392
4,40.23,49.00,16313,8013,0,0,2.00,7.11,0.00,0.00,6144,437
5,41.02,49.00,16313,8118,0,0,1.00,7.11,0.00,0.00,6144,437
6,18.55,50.00,16313,8159,0,0,1.00,7.11,0.00,0.00,6144,437
7,19.14,50.00,16313,8161,0,0,4.00,8.72,0.00,0.00,6144,536
8,29.10,50.00,16313,8168,0,0,28.00,10.01,0.00,0.00,6144,615
9,31.64,49.00,16313,8146,0,0,19.00,11.30,0.00,0.00,6144,694
10,19.34,49.00,16313,8151,0,0,8.00,13.04,0.00,0.00,6144,801
11,25.78,50.00,16313,8221,0,0,6.00,16.36,0.00,0.00,6144,1005
12,43.36,51.00,16313,8407,0,0,8.00,17.55,0.00,0.00,6144,1078
13,31.25,51.00,16313,8416,0,0,45.00,17.02,0.00,0.00,6144,1046
14,98.83,53.00,16313,8755,0,0,23.00,16.99,0.00,0.00,6144,1044
15,99.02,53.00,16313,8757,0,0,24.00,17.15,0.00,0.00,6144,1054
16,98.83,54.00,16313,8916,0,0,33.00,17.29,0.00,0.00,6144,1062
17,98.63,55.00,16313,9049,0,0,37.00,17.38,0.00,0.00,6144,1068
18,100.00,56.00,16313,9206,0,0,37.00,17.51,0.00,0.00,6144,1076
19,100.00,56.00,16313,9247,0,0,34.00,17.84,0.00,0.00,6144,1096
20,98.65,57.00,16313,9410,0,0,28.00,17.94,0.00,0.00,6144,1102
21,96.09,57.00,16313,9433,0,0,30.00,18.13,0.00,0.00,6144,1114
22,100.00,58.00,16313,9474,0,0,36.00,18.26,0.00,0.00,6144,1122
23,100.00,58.00,16313,9492,0,0,31.00,18.36,0.00,0.00,6144,1128
24,97.85,58.00,16313,9539,0,0,31.00,18.49,0.00,0.00,6144,1136
25,81.35,58.00,16313,9582,0,0,40.00,18.72,0.00,0.00,6144,1150
26,18.27,59.00,16313,9630,0,0,37.00,19.08,0.00,0.00,6144,1172
27,24.22,59.00,16313,9645,0,0,23.00,19.08,0.00,0.00,6144,1172
28,63.28,59.00,16313,9648,0,0,18.00,19.14,0.00,0.00,6144,1176
29,16.02,59.00,16313,9662,0,0,32.00,19.14,0.00,0.00,6144,1176
30,51.76,59.00,16313,9661,0,0,37.00,19.14,0.00,0.00,6144,1176
31,35.55,59.00,16313,9696,0,0,27.00,19.17,0.00,0.00,6144,1178
32,15.04,59.00,16313,9696,0,0,37.00,19.17,0.00,0.00,6144,1178
33,71.09,59.00,16313,9696,0,0,15.00,19.17,0.00,0.00,6144,1178
34,15.96,59.00,16313,9711,0,0,22.00,19.17,0.00,0.00,6144,1178
35,24.42,59.00,16313,9717,0,0,34.00,19.17,0.00,0.00,6144,1178
36,60.19,59.00,16313,9755,0,0,23.00,19.17,0.00,0.00,6144,1178
37,18.16,59.00,16313,9757,0,0,42.00,19.21,0.00,0.00,6144,1180
38,56.25,59.00,16313,9755,0,0,17.00,19.21,0.00,0.00,6144,1180
39,33.59,60.00,16313,9790,0,0,14.00,19.21,0.00,0.00,6144,1180
40,15.63,60.00,16313,9790,0,0,35.00,19.21,0.00,0.00,6144,1180
41,73.05,60.00,16313,9808,0,0,16.00,19.21,0.00,0.00,6144,1180
42,15.82,60.00,16313,9832,0,0,19.00,19.21,0.00,0.00,6144,1180
43,28.13,60.00,16313,9839,0,0,37.00,19.21,0.00,0.00,6144,1180
44,59.38,60.00,16313,9869,0,0,36.00,19.21,0.00,0.00,6144,1180
45,16.02,60.00,16313,9875,0,0,25.00,19.21,0.00,0.00,6144,1180
46,55.96,60.00,16313,9892,0,0,18.00,19.21,0.00,0.00,6144,1180
47,29.23,60.00,16313,9921,0,0,19.00,19.21,0.00,0.00,6144,1180
48,15.43,60.00,16313,9922,0,0,40.00,19.21,0.00,0.00,6144,1180
49,73.44,60.00,16313,9941,0,0,14.00,19.21,0.00,0.00,6144,1180
50,16.80,61.00,16313,9960,0,0,29.00,19.24,0.00,0.00,6144,1182
51,30.08,61.00,16313,9964,0,0,27.00,19.24,0.00,0.00,6144,1182
52,59.18,61.00,16313,9997,0,0,11.00,19.24,0.00,0.00,6144,1182
53,14.26,61.00,16313,10009,0,0,39.00,19.27,0.00,0.00,6144,1184
54,58.20,61.00,16313,10026,0,0,18.00,19.27,0.00,0.00,6144,1184
55,30.00,61.00,16313,10059,0,0,14.00,19.27,0.00,0.00,6144,1184
56,16.02,61.00,16313,10061,0,0,38.00,19.27,0.00,0.00,6144,1184
57,64.65,61.00,16313,10093,0,0,13.00,19.27,0.00,0.00,6144,1184
58,16.41,61.00,16313,10109,0,0,26.00,19.30,0.00,0.00,6144,1186
59,31.64,61.00,16313,10113,0,0,25.00,19.34,0.00,0.00,6144,1188
60,55.86,62.00,16313,10145,0,0,24.00,19.34,0.00,0.00,6144,1188
61,17.58,62.00,16313,10161,0,0,46.00,19.37,0.00,0.00,6144,1190
62,16.83,62.00,16313,10160,0,0,10.00,19.34,0.00,0.00,6144,1188
