Time (s),CPU (%),Mem (%),Mem Total (MB),Mem Used (MB),Protocol (FPS),Protocol RTT (ms),GPU0 (%),GPU0 Mem (%),GPU0 Encode (%),GPU0 Decode (%),GPU0 Mem Total (MB),GPU0 Mem Used (MB)
25,62.89,63.0,16313,10289,0,0,62.0,22.2,0.0,0.0,6144,1364
26,27.31,63.0,16313,10323,0,0,43.0,22.54,0.0,0.0,6144,1385
27,36.15,63.0,16313,10328,0,0,61.0,22.53,0.0,0.0,6144,1384
28,64.06,63.0,16313,10368,0,0,44.0,23.05,0.0,0.0,6144,1416
29,28.32,63.0,16313,10374,0,0,50.0,23.05,0.0,0.0,6144,1416
30,51.76,63.0,16313,10346,0,0,60.0,23.08,0.0,0.0,6144,1418
31,39.45,63.0,16313,10375,0,0,44.0,23.57,0.0,0.0,6144,1448
32,22.69,63.0,16313,10382,0,0,58.0,23.6,0.0,0.0,6144,1450
33,61.33,63.0,16313,10414,0,0,52.0,24.09,0.0,0.0,6144,1480
34,25.2,63.0,16313,10419,0,0,41.0,24.09,0.0,0.0,6144,1480
35,30.77,63.0,16313,10430,0,0,52.0,24.09,0.0,0.0,6144,1480
36,61.91,64.0,16313,10500,0,0,40.0,24.58,0.0,0.0,6144,1510
37,22.27,64.0,16313,10501,0,0,47.0,24.58,0.0,0.0,6144,1510
38,52.54,64.0,16313,10491,0,0,46.0,24.58,0.0,0.0,6144,1510
39,33.59,64.0,16313,10524,0,0,31.0,25.03,0.0,0.0,6144,1538
40,23.05,64.0,16313,10528,0,0,38.0,25.03,0.0,0.0,6144,1538
41,60.35,64.0,16313,10587,0,0,35.0,25.46,0.0,0.0,6144,1564
42,29.69,64.0,16313,10602,0,0,31.0,25.49,0.0,0.0,6144,1566
43,25.39,64.0,16313,10602,0,0,40.0,25.49,0.0,0.0,6144,1566
44,57.81,65.0,16313,10620,0,0,30.0,25.91,0.0,0.0,6144,1592
45,25.39,65.0,16313,10639,0,0,37.0,25.91,0.0,0.0,6144,1592
46,50.59,65.0,16313,10643,0,0,39.0,25.94,0.0,0.0,6144,1594
47,32.23,65.0,16313,10690,0,0,31.0,26.33,0.0,0.0,6144,1618
48,25.59,65.0,16313,10693,0,0,40.0,26.37,0.0,0.0,6144,1620
49,56.35,65.0,16313,10721,0,0,36.0,26.76,0.0,0.0,6144,1644
50,25.59,65.0,16313,10723,0,0,32.0,26.76,0.0,0.0,6144,1644
51,27.15,65.0,16313,10730,0,0,40.0,26.79,0.0,0.0,6144,1646
52,54.69,65.0,16313,10762,0,0,30.0,27.15,0.0,0.0,6144,1668
53,24.41,65.0,16313,10762,0,0,38.0,27.15,0.0,0.0,6144,1668
54,50.0,66.0,16313,10769,0,0,40.0,27.21,0.0,0.0,6144,1672
