time (s),total frames,fps
25.0,1851,179
26.002,1973,122
27.0,2141,168
28.001,2325,184
29.006,2456,131
30.003,2637,181
31.017,2792,155
32.006,2937,145
33.004,3113,176
34.008,3238,125
35.005,3393,155
36.001,3575,182
37.005,3695,120
38.0,3860,165
39.012,4008,148
40.005,4145,137
41.0,4314,169
42.0,4435,121
43.002,4591,156
44.002,4754,163
45.006,4852,98
46.003,5010,158
47.019,5148,138
48.002,5272,124
49.002,5432,160
50.002,5544,112
51.0,5683,139
52.0,5847,164
53.003,5959,112
54.002,6111,152
