avg Uptime (s),avg Used G1 Old Gen (MB),avg Used G1 Eden Space (MB),avg Used G1 Survivor Space (MB),avg Allocated All Pools (MB)
40.612903225806456,180.18229032258066,126.81,3.6403225806451602,569.4107096774195
