avg Uptime (s),avg Used G1 Old Gen (MB),avg Used G1 Eden Space (MB),avg Used G1 Survivor Space (MB),avg Allocated All Pools (MB)
40.658064516129045,561.5333548387097,245.80648387096775,39.39912903225807,1215.3000000000004
