avg Uptime (s),avg Used G1 Old Gen (MB),avg Used G1 Eden Space (MB),avg Used G1 Survivor Space (MB),avg Allocated All Pools (MB)
40.0,649.0737419354839,338.08122580645164,58.11816129032259,1881.144999999999
