avg Uptime (s),avg Used G1 Old Gen (MB),avg Used G1 Eden Space (MB),avg Used G1 Survivor Space (MB),avg Allocated All Pools (MB)
40.59999999999999,459.45567741935486,374.71370967741933,50.27261290322581,1504.7070000000006
