avg Uptime (s),avg Used G1 Old Gen (MB),avg Used G1 Eden Space (MB),avg Used G1 Survivor Space (MB),avg Allocated All Pools (MB)
40.70000000000001,397.6450000000001,382.6625806451612,20.31454838709677,1440.7430000000004
