avg Uptime (s),avg Used G1 Old Gen (MB),avg Used G1 Eden Space (MB),avg Used G1 Survivor Space (MB),avg Allocated All Pools (MB)
40.59999999999999,262.54667741935486,362.43516129032264,51.38009677419354,1266.68
