avg Uptime (s),avg Used G1 Old Gen (MB),avg Used G1 Eden Space (MB),avg Used G1 Survivor Space (MB),avg Allocated All Pools (MB)
40.59999999999999,319.5200000000001,222.56867741935483,0.4058387096774194,940.5730000000001
