avg Uptime (s),avg Used G1 Old Gen (MB),avg Used G1 Eden Space (MB),avg Used G1 Survivor Space (MB),avg Allocated All Pools (MB)
40.70000000000001,616.864870967742,146.4624193548387,34.073258064516125,1194.3280000000002
