Uptime (ms),avg dif pos Used G1 Old Gen (MB),avg dif pos Used G1 Eden Space (MB),avg dif pos Used G1 Survivor Space (MB),avg dif pos Allocated All Pools (MB)
10900,58.36057142857144,217.39084,21.635285714285715,
