Uptime (ms),avg dif pos Used G1 Old Gen (MB),avg dif pos Used G1 Eden Space (MB),avg dif pos Used G1 Survivor Space (MB),avg dif pos Allocated All Pools (MB)
10800,21.37977777777778,134.28325,10.456533333333335,200.01575
