Uptime (ms),avg dif pos Used G1 Old Gen (MB),avg dif pos Used G1 Eden Space (MB),avg dif pos Used G1 Survivor Space (MB),avg dif pos Allocated All Pools (MB)
10600,28.238615384615382,145.75217857142857,10.425615384615385,173.0152
