Uptime (ms),avg dif pos Used G1 Old Gen (MB),avg dif pos Used G1 Eden Space (MB),avg dif pos Used G1 Survivor Space (MB),avg dif pos Allocated All Pools (MB)
10700,103.7168,188.61663636363636,14.447374999999997,
