Uptime (ms),avg dif pos Used G1 Old Gen (MB),avg dif pos Used G1 Eden Space (MB),avg dif pos Used G1 Survivor Space (MB),avg dif pos Allocated All Pools (MB)
10600,41.44816666666666,251.50296296296293,18.985142857142858,298.845
